Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Starting Salary,Current Salary,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,901,4,Female,72,3,4,Research Director,4,Single,57100,80824,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8
51,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,8300,74900,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,3,1,Laboratory Technician,1,Married,9448,58676,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,13224,104704,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,17040,23660,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,Single,8232,79028,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,36284,46252,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,22328,57632,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,381,2,Female,71,4,3,Manager,2,Divorced,47984,76400,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,8332,90612,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,13504,75452,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married,14400,33716,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,14832,8416,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,16852,19968,1,Y,No,15,3,2,80,0,10,4,1,10,3,0,8
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,3,Male,84,3,4,Manager,2,Divorced,56104,70352,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,8828,89928,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married,44124,107448,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,2,Female,93,2,2,Manufacturing Director,4,Married,23624,95552,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,9688,102900,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1994,2,Male,59,2,1,Laboratory Technician,3,Divorced,8032,81756,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484,3,Male,35,3,3,Healthcare Representative,2,Divorced,41864,83792,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,30528,57180,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,4,Female,52,3,2,Sales Executive,1,Married,23760,68044,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,9292,47968,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,21304,12256,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,10320,25188,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
24,No,Non-Travel,830,Sales,13,2,Life Sciences,1,1495,4,Female,78,3,1,Sales Representative,2,Married,8132,28412,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
36,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,13552,87108,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single,9284,41288,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,4,Male,92,3,3,Sales Executive,4,Divorced,31292,27248,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8
35,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,88,2,Male,79,3,1,Research Scientist,1,Married,8776,23472,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,10208,28688,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,9340,12628,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,Married,5124,67600,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,92,3,2,Sales Executive,4,Married,22700,76984,1,Y,No,20,4,3,80,1,7,5,3,7,7,7,7
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,3,Female,53,2,3,Manufacturing Director,1,Married,40032,48092,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single,5044,89048,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,1502,1,Female,82,2,1,Laboratory Technician,2,Married,15352,32768,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,17276,105132,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,26608,57476,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,22696,27708,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8
37,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,12088,40908,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
30,No,Travel_Rarely,125,Research & Development,9,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,8824,64468,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,17136,90840,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3
40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,964,4,Male,35,3,1,Research Scientist,2,Divorced,14468,100252,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,30348,56916,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,52,3,3,Sales Executive,4,Divorced,40384,63944,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,78264,15416,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,21388,29676,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,42436,59688,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,25152,17136,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,23656,39780,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
37,No,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,80,3,3,Research Director,4,Divorced,54412,46708,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336,4,Female,58,1,5,Manager,3,Married,76748,27968,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,21384,24832,4,Y,No,17,3,3,80,1,11,3,2,7,1,0,7
49,No,Travel_Frequently,279,Research & Development,8,1,Life Sciences,1,2,3,Male,61,2,2,Research Scientist,2,Married,20520,99628,1,Y,No,23,4,4,80,1,10,3,3,10,7,1,7
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,42592,57576,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,82,2,2,Sales Executive,2,Single,39628,104744,7,Y,Yes,12,3,3,80,0,7,3,2,2,2,2,2
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1013,3,Female,56,3,3,Manufacturing Director,3,Married,42956,55772,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423,4,Female,76,3,5,Research Director,1,Married,78804,89824,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5
48,No,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,3,Female,65,3,1,Research Scientist,1,Married,9468,66120,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married,18556,9044,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,8388,66936,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,10864,101688,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,1535,4,Male,64,2,3,Sales Executive,3,Married,28332,49152,1,Y,Yes,14,3,4,80,0,10,3,3,10,9,8,6
38,No,Non-Travel,573,Research & Development,6,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced,21316,62868,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,31024,89064,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
32,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,1574,4,Male,62,3,2,Research Scientist,1,Married,16348,100696,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,32644,76008,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,41008,16940,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7
38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single,16112,31164,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,9392,43604,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,19872,74000,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,41780,61288,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,18484,23476,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,41788,105832,0,Y,Yes,13,3,4,80,1,23,3,4,22,14,13,5
39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,2022,4,Male,87,3,5,Manager,4,Single,77724,61208,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,12816,41660,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881,4,Female,96,3,1,Research Scientist,2,Divorced,8088,66448,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,15040,22392,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,17144,22520,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single,26584,77472,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
40,No,Non-Travel,218,Research & Development,8,1,Medical,1,1468,4,Male,55,2,3,Research Director,2,Divorced,55028,100712,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,42900,26916,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,3,2,Sales Executive,3,Single,18308,99140,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,17540,96648,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,33384,83772,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
38,No,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,3,Male,80,3,2,Sales Executive,2,Married,39696,49420,0,Y,No,11,3,4,80,1,10,3,3,9,8,7,7
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,4,Female,51,3,1,Research Scientist,3,Single,9576,102724,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,951,3,Female,70,2,1,Laboratory Technician,2,Married,9328,15896,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2
35,No,Travel_Frequently,944,Sales,1,3,Marketing,1,314,3,Female,92,3,3,Sales Executive,3,Single,35156,36384,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43,3,1,Research Scientist,3,Divorced,15260,23888,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,9252,11972,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
32,No,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,8,4,Male,79,3,1,Laboratory Technician,4,Single,12272,47456,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,44,2,2,Manufacturing Director,2,Married,19152,101552,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,68184,37256,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,14640,31636,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4,Divorced,38900,49112,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,8384,105504,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
34,No,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,28,1,Female,53,3,3,Research Director,2,Single,47976,85172,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,11
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910,4,Male,57,3,1,Human Resources,2,Divorced,9108,90600,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57,2,3,Sales Executive,2,Single,36376,68940,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0
32,No,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,3,Male,36,3,2,Sales Executive,2,Married,16312,81988,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,20952,26680,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,112,4,Male,49,1,3,Manufacturing Director,4,Single,29040,86792,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
32,No,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,56,4,2,Sales Executive,4,Married,24836,46772,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,12408,26328,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,952,3,Male,36,2,1,Sales Representative,2,Married,9652,75192,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,13808,70652,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,4,Male,79,3,2,Laboratory Technician,3,Married,19532,91380,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,76,3,2,Manufacturing Director,1,Married,21508,15340,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,9592,63996,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,1,433,3,Male,85,2,2,Research Scientist,2,Married,19764,70988,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7
25,No,Travel_Rarely,141,Sales,3,1,Other,1,879,3,Male,98,3,2,Sales Executive,1,Married,16776,57452,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,23476,93652,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,19840,47300,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,9752,99912,4,Y,No,13,3,3,80,0,7,2,2,3,2,1,2
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,Male,48,2,2,Sales Executive,4,Single,23312,33800,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,Male,67,3,3,Manufacturing Director,4,Single,42048,80008,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,27020,11868,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2
47,No,Travel_Rarely,571,Sales,14,3,Medical,1,1503,3,Female,78,3,2,Sales Executive,3,Married,18364,96800,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,39940,37048,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,4,Male,33,3,1,Sales Representative,1,Married,7160,107824,1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0
37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,8292,94592,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,11132,53004,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
28,No,Non-Travel,120,Sales,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,16884,35452,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,2,Male,94,3,1,Laboratory Technician,4,Married,14888,84324,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847,3,Male,88,3,1,Human Resources,4,Married,14948,8972,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2
47,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,11904,103004,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0
27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,4,Female,77,2,1,Research Scientist,1,Married,19096,95376,0,Y,No,19,3,4,80,1,8,2,2,7,6,7,3
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single,22976,107836,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,61608,71988,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,30100,94148,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,Female,52,3,1,Human Resources,3,Married,10968,12288,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,15716,27936,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,21028,24908,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,12916,19640,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,Female,98,2,1,Sales Representative,3,Married,9720,104816,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,38952,91808,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single,7512,32236,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,Female,57,4,1,Research Scientist,4,Single,11976,84884,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1
44,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,21816,16036,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
